location_id,location_ods_code,location_name,care_home,location_type,location_primary_inspection_category,location_street_address,location_address_line_2,location_city,location_post_code,location_local_authority,location_region,location_nhs_region,location_onspd_ccg_code,location_onspd_ccg,location_commissioning_ccg_code,location_commissioning_ccg_name,service_population_group,domain,latest_rating,publication_date,report_type,inherited_rating_y_n,url,provider_id,provider_name,brand_id,brand_name,pc_norm,latitude,longitude,easting,northing,constituency,district,ward_name,lsoa_name,lsoa_code,imd,imd_decile
1-10211192128,M82006,Riverside Medical Practice,N,Primary Medical Services,GP Practices,Barker Street,,Shrewsbury,SY1 1QJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,"Families, children and young people",Overall,Good,10/10/2019,Location,Y,http://www.cqc.org.uk/location/1-10211192128,1-199767308,Riverside Medical Practice,-,-,SY11QJ,52.708314,-2.757468,348920,312564,Shrewsbury,Shropshire,Quarry & Coton Hill,Shropshire 019A,E01028946,16829,6
1-10211192128,M82006,Riverside Medical Practice,N,Primary Medical Services,GP Practices,Barker Street,,Shrewsbury,SY1 1QJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Older people,Overall,Good,10/10/2019,Location,Y,http://www.cqc.org.uk/location/1-10211192128,1-199767308,Riverside Medical Practice,-,-,SY11QJ,52.708314,-2.757468,348920,312564,Shrewsbury,Shropshire,Quarry & Coton Hill,Shropshire 019A,E01028946,16829,6
1-10211192128,M82006,Riverside Medical Practice,N,Primary Medical Services,GP Practices,Barker Street,,Shrewsbury,SY1 1QJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,People experiencing poor mental health (including people with dementia),Overall,Good,10/10/2019,Location,Y,http://www.cqc.org.uk/location/1-10211192128,1-199767308,Riverside Medical Practice,-,-,SY11QJ,52.708314,-2.757468,348920,312564,Shrewsbury,Shropshire,Quarry & Coton Hill,Shropshire 019A,E01028946,16829,6
1-10211192128,M82006,Riverside Medical Practice,N,Primary Medical Services,GP Practices,Barker Street,,Shrewsbury,SY1 1QJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,People whose circumstances may make them vulnerable,Overall,Good,10/10/2019,Location,Y,http://www.cqc.org.uk/location/1-10211192128,1-199767308,Riverside Medical Practice,-,-,SY11QJ,52.708314,-2.757468,348920,312564,Shrewsbury,Shropshire,Quarry & Coton Hill,Shropshire 019A,E01028946,16829,6
1-10211192128,M82006,Riverside Medical Practice,N,Primary Medical Services,GP Practices,Barker Street,,Shrewsbury,SY1 1QJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,People with long term conditions,Overall,Good,10/10/2019,Location,Y,http://www.cqc.org.uk/location/1-10211192128,1-199767308,Riverside Medical Practice,-,-,SY11QJ,52.708314,-2.757468,348920,312564,Shrewsbury,Shropshire,Quarry & Coton Hill,Shropshire 019A,E01028946,16829,6
1-10211192128,M82006,Riverside Medical Practice,N,Primary Medical Services,GP Practices,Barker Street,,Shrewsbury,SY1 1QJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Working age people (including those recently retired and students),Overall,Good,10/10/2019,Location,Y,http://www.cqc.org.uk/location/1-10211192128,1-199767308,Riverside Medical Practice,-,-,SY11QJ,52.708314,-2.757468,348920,312564,Shrewsbury,Shropshire,Quarry & Coton Hill,Shropshire 019A,E01028946,16829,6
1-10256887172,VNHL5,Severn Valley Home Care Offices,N,Social Care Org,Community based adult social care services,"Suite 3, Lasyard House",Underhill Street,Bridgnorth,WV16 4BB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Good,21/07/2022,Location,N,http://www.cqc.org.uk/location/1-10256887172,1-9548540193,Severn Valley Home Care Ltd,-,-,WV164BB,52.532677,-2.41719,371797,292839,South Shropshire,Shropshire,Bridgnorth Castle,Shropshire 031A,E01028830,24381,8
1-10256887172,VNHL5,Severn Valley Home Care Offices,N,Social Care Org,Community based adult social care services,"Suite 3, Lasyard House",Underhill Street,Bridgnorth,WV16 4BB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,21/07/2022,Location,N,http://www.cqc.org.uk/location/1-10256887172,1-9548540193,Severn Valley Home Care Ltd,-,-,WV164BB,52.532677,-2.41719,371797,292839,South Shropshire,Shropshire,Bridgnorth Castle,Shropshire 031A,E01028830,24381,8
1-10256887172,VNHL5,Severn Valley Home Care Offices,N,Social Care Org,Community based adult social care services,"Suite 3, Lasyard House",Underhill Street,Bridgnorth,WV16 4BB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,21/07/2022,Location,N,http://www.cqc.org.uk/location/1-10256887172,1-9548540193,Severn Valley Home Care Ltd,-,-,WV164BB,52.532677,-2.41719,371797,292839,South Shropshire,Shropshire,Bridgnorth Castle,Shropshire 031A,E01028830,24381,8
1-10256887172,VNHL5,Severn Valley Home Care Offices,N,Social Care Org,Community based adult social care services,"Suite 3, Lasyard House",Underhill Street,Bridgnorth,WV16 4BB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,21/07/2022,Location,N,http://www.cqc.org.uk/location/1-10256887172,1-9548540193,Severn Valley Home Care Ltd,-,-,WV164BB,52.532677,-2.41719,371797,292839,South Shropshire,Shropshire,Bridgnorth Castle,Shropshire 031A,E01028830,24381,8
1-10256887172,VNHL5,Severn Valley Home Care Offices,N,Social Care Org,Community based adult social care services,"Suite 3, Lasyard House",Underhill Street,Bridgnorth,WV16 4BB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Good,21/07/2022,Location,N,http://www.cqc.org.uk/location/1-10256887172,1-9548540193,Severn Valley Home Care Ltd,-,-,WV164BB,52.532677,-2.41719,371797,292839,South Shropshire,Shropshire,Bridgnorth Castle,Shropshire 031A,E01028830,24381,8
1-10256887172,VNHL5,Severn Valley Home Care Offices,N,Social Care Org,Community based adult social care services,"Suite 3, Lasyard House",Underhill Street,Bridgnorth,WV16 4BB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Good,21/07/2022,Location,N,http://www.cqc.org.uk/location/1-10256887172,1-9548540193,Severn Valley Home Care Ltd,-,-,WV164BB,52.532677,-2.41719,371797,292839,South Shropshire,Shropshire,Bridgnorth Castle,Shropshire 031A,E01028830,24381,8
1-10483548208,VNHYH,Onny Cottage,Y,Social Care Org,Residential social care,Bromfield,,Ludlow,SY8 2JU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Good,02/06/2023,Location,N,http://www.cqc.org.uk/location/1-10483548208,1-9404114882,Miss Linda Kay Harris,-,-,SY82JU,52.388363,-2.76629,347946,276980,South Shropshire,Shropshire,Ludlow North,Shropshire 036B,E01029004,12234,4
1-10483548208,VNHYH,Onny Cottage,Y,Social Care Org,Residential social care,Bromfield,,Ludlow,SY8 2JU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,16/11/2021,Location,N,http://www.cqc.org.uk/location/1-10483548208,1-9404114882,Miss Linda Kay Harris,-,-,SY82JU,52.388363,-2.76629,347946,276980,South Shropshire,Shropshire,Ludlow North,Shropshire 036B,E01029004,12234,4
1-10483548208,VNHYH,Onny Cottage,Y,Social Care Org,Residential social care,Bromfield,,Ludlow,SY8 2JU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,16/11/2021,Location,N,http://www.cqc.org.uk/location/1-10483548208,1-9404114882,Miss Linda Kay Harris,-,-,SY82JU,52.388363,-2.76629,347946,276980,South Shropshire,Shropshire,Ludlow North,Shropshire 036B,E01029004,12234,4
1-10483548208,VNHYH,Onny Cottage,Y,Social Care Org,Residential social care,Bromfield,,Ludlow,SY8 2JU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,16/11/2021,Location,N,http://www.cqc.org.uk/location/1-10483548208,1-9404114882,Miss Linda Kay Harris,-,-,SY82JU,52.388363,-2.76629,347946,276980,South Shropshire,Shropshire,Ludlow North,Shropshire 036B,E01029004,12234,4
1-10483548208,VNHYH,Onny Cottage,Y,Social Care Org,Residential social care,Bromfield,,Ludlow,SY8 2JU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Good,02/06/2023,Location,N,http://www.cqc.org.uk/location/1-10483548208,1-9404114882,Miss Linda Kay Harris,-,-,SY82JU,52.388363,-2.76629,347946,276980,South Shropshire,Shropshire,Ludlow North,Shropshire 036B,E01029004,12234,4
1-10483548208,VNHYH,Onny Cottage,Y,Social Care Org,Residential social care,Bromfield,,Ludlow,SY8 2JU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Good,02/06/2023,Location,N,http://www.cqc.org.uk/location/1-10483548208,1-9404114882,Miss Linda Kay Harris,-,-,SY82JU,52.388363,-2.76629,347946,276980,South Shropshire,Shropshire,Ludlow North,Shropshire 036B,E01029004,12234,4
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Overall,Not applicable,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Well-led,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Responsive,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Caring,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Effective,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Safe,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Not applicable,,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
1-10840758415,,Arc Healthcare Ltd - Dental Services,N,Primary Dental Care,Dentists,2 Watergate Street,,Ellesmere,SY12 0EU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Regulations met,23/12/2024,Location,N,http://www.cqc.org.uk/location/1-10840758415,1-10278154140,ARC Healthcare Ltd,-,-,SY120EU,52.90786,-2.891929,340111,334865,North Shropshire,Shropshire,Ellesmere Urban,Shropshire 004C,E01028866,13376,5
